title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
Ivory Dog,Sheokjuk,Sheokjuk,Inuit,Inuit,SheokjukDate: 1951<br/>Accession Number: 69.269.51,/art/collection/search/309609?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=394,https://images.metmuseum.org/CRDImages/ao/mobile-large/69.269.51.jpg,ao/web-additional/69.269.51.jpg,ao/web-large/69.269.51.jpg,1951,20th century,"Ivory, paint",Ivory,69.269.51,Not on view
"Jacob meeting Rachel at the well, with a flock of sheep and a dog drinking from pond between them","Edmé Jeaurat (French, Vermenton 1688-1738 Paris)",Edmé Jeaurat,,unknown,"Edmé Jeaurat (French, Vermenton 1688-1738 Paris) Date: ca. 1710-38<br/>Accession Number: 51.501.2814",/art/collection/search/764919?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=395,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1710-38,18th century,Engraving,Engraving,515.012.814,Not on view
Jail Dog,"Tony Fitzpatrick (American, born 1958)",Tony Fitzpatrick,,unknown,"Tony Fitzpatrick (American, born 1958) Date: 2014<br/>Accession Number: 2022.94.6",/art/collection/search/832352?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=396,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889599.jpg,dp/web-additional/DP889599.jpg,dp/web-large/DP889599.jpg,2014,21st century,Etching and aquatint,Etching and aquatint,2022.94.6,Not on view
Jug in the form of a bear hugging a small dog,Style of Astbury-Whieldon,Astbury-Whieldon,"British, Staffordshire",Great Britain,"Style of Astbury-WhieldonDate: mid-18th century<br/>Accession Number: 36.159.1a, b",/art/collection/search/197819?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=397,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-17961-013.jpg,es/web-additional/DP-17961-013.jpg,es/web-large/DP-17961-013.jpg,mid-18th century,18th century,Lead-glazed earthenware,Lead-glazed earthenware,"36.159.1a, b",Not on view
"Kate and Harry Lucas, playing with a dog and a bird","Auguste Edouart (French, 1789-1861)",Auguste Edouart,,unknown,"Auguste Edouart (French, 1789-1861) Date: 1826-49<br/>Accession Number: 60.603.13",/art/collection/search/786115?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=398,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889918.jpg,dp/web-additional/DP889918.jpg,dp/web-large/DP889918.jpg,1826-49,19th century,Cut paper silhouette,Cut paper silhouette,60.603.13,Not on view
Kylix fragment with a seated dog,Attributed to the Brygos Painter,Brygos Painter,"Greek, Attic",Greece,Attributed to the Brygos PainterDate: ca. 480 BCE<br/>Accession Number: 1995.290,/art/collection/search/256223?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=399,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 480 BCE,1000-0 BCE,Terracotta,Terracotta,1.995.290,Not on view
Lady with a Dog,"Mather Brown (American, Boston, Massachusetts 1761-1831 London)",Mather Brown,American,America,"Mather Brown (American, Boston, Massachusetts 1761-1831 London) Date: 1786<br/>Accession Number: 64.129",/art/collection/search/10246?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=400,https://images.metmuseum.org/CRDImages/ad/mobile-large/APS239.jpg,ad/web-additional/APS239.jpg,ad/web-large/APS239.jpg,1786,18th century,Oil on canvas,Oil on canvas,64.129,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0ODAzLDQwLjc4MDYxMzA4QGxtQDY4MzIyMTcyOTI0Mw==' target='_blank'>Gallery 774</a>
The Pilgrim with the Dog,"Allart van Everdingen (Dutch, Alkmaar 1621-1675 Amsterdam)",Allart van Everdingen,,unknown,"Allart van Everdingen (Dutch, Alkmaar 1621-1675 Amsterdam) Accession Number: 33.56.9",/art/collection/search/427178?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=501,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP837583.jpg,dp/web-additional/DP837583.jpg,dp/web-large/DP837583.jpg,,unknown,Engraving; first state of four,Engraving,33.56.9,Not on view
Pin with head of a dog,Accession Number: X.21.92,,Roman,Italy,Accession Number: X.21.92,/art/collection/search/256656?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=502,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP2046.jpg,gr/web-additional/DP2046.jpg,gr/web-large/DP2046.jpg,,unknown,Bronze,Bronze,X.21.92,Not on view
Plaque with stag and dog,"Wilhelm Hunt Diederich (American (born Hungary), Szent-Grot 1884-1953 Tappan, New York)",Wilhelm Hunt Diederich,American,America,"Wilhelm Hunt Diederich (American (born Hungary), Szent-Grot 1884-1953 Tappan, New York) Date: ca. 1925-35<br/>Accession Number: 2020.64.16",/art/collection/search/715549?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=503,https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-14161-047.jpg,ad/web-additional/DP-14161-047.jpg,ad/web-large/DP-14161-047.jpg,ca. 1925-35,20th century,Earthenware,Earthenware,2020.64.16,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0ODAzLDQwLjc4MDYxMzA4QGxtQDY4MzIyMTcyOTI0Mw==' target='_blank'>Gallery 774</a>
"Plate 14: Cardinal Giovanni de"" Medici, elected Pope as Leo X, receives the tribute of the other cardinals, split into two scenes with Pople Leo X on his throne at left, embracing a kneeling cardinal, and a diety lying with a child and dog in the foreground at right, with a procession behind him, from a series of 15 plates depicting designs for the wainscotting under the Vatican tapestries in the Sistine Chapel","Pietro Santi Bartoli (Italian, Perugia 1615-1700 Rome)",Pietro Santi Bartoli,,unknown,"Pietro Santi Bartoli (Italian, Perugia 1615-1700 Rome) Date: 1650-75<br/>Accession Number: 59.644.8(30)",/art/collection/search/650345?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=504,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1650-75,17th century,Etching,Etching,59.644.8(30),Not on view
"Plate 19: a family and a boy playing with a dog outisde a house, from the series of customs and pastimes of the Spanish people","Francisco Lameyer y Berenguer (Spanish, 1825-1877)",Francisco Lameyer y Berenguer,,unknown,"Francisco Lameyer y Berenguer (Spanish, 1825-1877) Date: 1850<br/>Accession Number: 58.646.21(18)",/art/collection/search/724986?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=505,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP876051.jpg,dp/web-additional/DP876051.jpg,dp/web-large/DP876051.jpg,1850,19th century,Etching,Etching,58.646.21(18),Not on view
"Plate 3: the Conversion of Saint Paul, a group of figures with a dog at right, a man and a woman at left pointing to the left","Gianantonio Lorenzini (Italian, Bologna 1665-1740 Bologna)",Gianantonio Lorenzini,,unknown,"Gianantonio Lorenzini (Italian, Bologna 1665-1740 Bologna) Date: ca. 1685-1719<br/>Accession Number: 62.600.443",/art/collection/search/764203?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=506,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1685-1719,17th century,Engraving,Engraving,62.600.443,Not on view
"Plate 3: two goats on a lakeshore, two male figures and a dog at right, another peasant approaching with a mule at left in the background, from ""Landscapes in the manner of Salvator Rosa"" (Die Landschaften in Sal. Rosa""s)","Franz Joachim Beich (German, Ravensburg 1665-1745 Munich)",Franz Joachim Beich,,unknown,"Franz Joachim Beich (German, Ravensburg 1665-1745 Munich) Date: ca. 1700-25<br/>Accession Number: 47.100.276",/art/collection/search/773644?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=507,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880696.jpg,dp/web-additional/DP880696.jpg,dp/web-large/DP880696.jpg,ca. 1700-25,18th century,Etching; second state of three,Etching,47.100.276,Not on view
"Plate 4: a procession of cannons and horses riding uphill towards the left, a dog at lower left, from Dessins de quelques conduites de troupes","Stefano della Bella (Italian, Florence 1610-1664 Florence)",Stefano della Bella,,unknown,"Stefano della Bella (Italian, Florence 1610-1664 Florence) Date: ca. 1640<br/>Accession Number: 2012.136.434.4",/art/collection/search/410850?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=508,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP833202.jpg,dp/web-additional/DP833202.jpg,dp/web-large/DP833202.jpg,ca. 1640,17th century,Etching,Etching,2012.136.434.4,Not on view
"Plate 4: Hercules resting, wrapped in the hide of the Nemean lion; to the left is the Erymanthian wild boar, the three-headed dog Cerberus, the hind of Ceryneia, and a harpy seated on a pedestal; from Imagines Farnesiani Cubiculi Cum ipsarum monocromatibus et ornamentis","Pietro Aquila (Italian, Marsala, Sicily 1650-1692/1700 Rome)",Pietro Aquila,,unknown,"Pietro Aquila (Italian, Marsala, Sicily 1650-1692/1700 Rome) Date: 1670-92<br/>Accession Number: 51.501.935",/art/collection/search/692484?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=509,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1670-92,17th century,Etching and engraving,Etching and engraving,51.501.935,Not on view
"Plate 58 from ""Los Caprichos"": Swallow it, dog (Tragala perro)","Goya (Francisco de Goya y Lucientes) (Spanish, Fuendetodos 1746-1828 Bordeaux)",Goya (Francisco de Goya y Lucientes),,unknown,"Goya (Francisco de Goya y Lucientes) (Spanish, Fuendetodos 1746-1828 Bordeaux) Date: 1799<br/>Accession Number: 18.64(58)",/art/collection/search/380705?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=510,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP816998.jpg,dp/web-additional/DP816998.jpg,dp/web-large/DP816998.jpg,1799,18th century,"Etching, burnished aquatint, drypoint",Etching,,
",18.64(58),Not on view",,,,unknown,,,,,,,unknown,,,,
"Plate 5: two horsemen in a stream to right, riding towards the left, following four dogs chasing a stag, another dog running into the water from the left, from ""Various landscapes"" (Divers paysages)","Stefano della Bella (Italian, Florence 1610-1664 Florence)",Stefano della Bella,,unknown,"Stefano della Bella (Italian, Florence 1610-1664 Florence) Date: ca. 1641<br/>Accession Number: 2012.136.555.11",/art/collection/search/413307?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=511,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP827784.jpg,dp/web-additional/DP827784.jpg,dp/web-large/DP827784.jpg,ca. 1641,17th century,Etching; second state of two,Etching,2012.136.555.11,Not on view
"Plate 5: Chinoiserie with a woman and man holding a dog in a pastoral landscape, from Premier Livre de Sujets et Pastorales (First Book of Subjects and Pastorals)","Gabriel Huquier (French, Orléans 1695-1772 Paris)",Gabriel Huquier,,unknown,"Gabriel Huquier (French, Orléans 1695-1772 Paris) Date: 1720-72<br/>Accession Number: 49.108.2(5)",/art/collection/search/412627?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=512,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1720-72,18th century,Etching and engraving,Etching and engraving,49.108.2(5),Not on view
"Plate 5: female figure on horseback and a male figure with a dog standing in a stream, pointing to a waterfall at left in the background, from ""Landscapes in the manner of Salvator Rosa"" (Die Landschaften in Sal. Rosa""s)","Franz Joachim Beich (German, Ravensburg 1665-1745 Munich)",Franz Joachim Beich,,unknown,"Franz Joachim Beich (German, Ravensburg 1665-1745 Munich) Date: ca. 1700-25<br/>Accession Number: 47.100.278",/art/collection/search/774315?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=513,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880694.jpg,dp/web-additional/DP880694.jpg,dp/web-large/DP880694.jpg,ca. 1700-25,18th century,Etching; third state of three,Etching,47.100.278,Not on view
"Plate 5: female figure on horseback and a male figure with a dog standing in a stream, pointing to a waterfall at left in the background, from ""Landscapes in the manner of Salvator Rosa"" (Die Landschaften in Sal. Rosa""s)","Franz Joachim Beich (German, Ravensburg 1665-1745 Munich)",Franz Joachim Beich,,unknown,"Franz Joachim Beich (German, Ravensburg 1665-1745 Munich) Date: ca. 1700-25<br/>Accession Number: 60.627.15",/art/collection/search/774319?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=514,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880692.jpg,dp/web-additional/DP880692.jpg,dp/web-large/DP880692.jpg,ca. 1700-25,18th century,Etching,Etching,60.627.15,Not on view
"Plate 5: two horsemen in a stream to right, riding towards the left, following four dogs chasing a stag, another dog running into the water from the left, from ""Various landscapes"" (Divers paysages)","Stefano della Bella (Italian, Florence 1610-1664 Florence)",Stefano della Bella,,unknown,"Stefano della Bella (Italian, Florence 1610-1664 Florence) Date: ca. 1641<br/>Accession Number: 60.623.18(5)",/art/collection/search/377355?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=515,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP817814.jpg,dp/web-additional/DP817814.jpg,dp/web-large/DP817814.jpg,ca. 1641,17th century,Etching; second state of two,Etching,60.623.18(5),Not on view
Plate 6: Terrible fate of a child snatched to hell because of a dog,"José Guadalupe Posada (Mexican, 1851-1913)",José Guadalupe Posada,,unknown,"José Guadalupe Posada (Mexican, 1851-1913) Date: ca. 1890-1910<br/>Accession Number: 30.14.8",/art/collection/search/717630?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=516,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP867992.jpg,dp/web-additional/DP867992.jpg,dp/web-large/DP867992.jpg,ca. 1890-1910,19th century,Type-metal engraving,Type-metal engraving,30.14.8,Not on view
"Plate 6: two women, one nursing a child, seated next to a dog and a horse carrying a pack, horses and figures to left in the background, from ""Various Figures"" (Agréable diversité de figures)","Stefano della Bella (Italian, Florence 1610-1664 Florence)",Stefano della Bella,,unknown,"Stefano della Bella (Italian, Florence 1610-1664 Florence) Date: 1642<br/>Accession Number: 2012.136.429.6",/art/collection/search/409966?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=517,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP833195.jpg,dp/web-additional/DP833195.jpg,dp/web-large/DP833195.jpg,1642,17th century,Etching; fourth state of five (De Vesme),Etching,2012.136.429.6,Not on view
"Plate 8: a chariot and two horses to left, a dog in center, various horses and soldiers in the background, from ""Troops, cannons, and attacks on towns"" (Dessins de quelques conduites de troupes, canons, et ataques de villes)","Stefano della Bella (Italian, Florence 1610-1664 Florence)",Stefano della Bella,,unknown,"Stefano della Bella (Italian, Florence 1610-1664 Florence) Date: ca. 1640<br/>Accession Number: 2012.136.434.8",/art/collection/search/410838?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=518,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP833206.jpg,dp/web-additional/DP833206.jpg,dp/web-large/DP833206.jpg,ca. 1640,17th century,Etching,Etching,2012.136.434.8,Not on view
"Pltae 70: Procris Giving Cephalus a Dog and a Javelin (Cephalus et iaculo inevitabili, et cane perniciÃŸimo a Procride donatur), from Ovid""s ""Metamorphoses""","Antonio Tempesta (Italian, Florence 1555-1630 Rome)",Antonio Tempesta,,unknown,"Antonio Tempesta (Italian, Florence 1555-1630 Rome) Date: 1606<br/>Accession Number: 51.501.3921",/art/collection/search/401057?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=519,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP866517.jpg,dp/web-additional/DP866517.jpg,dp/web-large/DP866517.jpg,1606,17th century,Etching,Etching,515.013.921,Not on view
"Pointer from Cowan""s Dog Pictures (V13)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1929<br/>Accession Number: Burdick 335, V13.23",/art/collection/search/840178?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=520,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1929,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V13.23",Not on view
Pointer from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.17,/art/collection/search/814553?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=521,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882435.jpg,dp/web-additional/DPB882435.jpg,dp/web-large/DPB882435.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.17,Not on view
"Pomeranian from Cowan""s Dog Pictures (V13)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1929<br/>Accession Number: Burdick 335, V13.14",/art/collection/search/840153?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=522,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1929,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V13.14",Not on view
Pomeranian from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.6,/art/collection/search/814541?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=523,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882424.jpg,dp/web-additional/DPB882424.jpg,dp/web-large/DPB882424.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.6,Not on view
Poodle from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.2,/art/collection/search/814537?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=524,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882420.jpg,dp/web-additional/DPB882420.jpg,dp/web-large/DPB882420.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.2,Not on view
"Portrait de chien de Madame de Pompadour (Bébé [?]) (Portrait of a Dog Belonging to Madame de Pompadour (Bébé[?]), from Suite d""estampes gravées par madame la marquise de Pompadour d""aprÃ¨s les pierres gravées de Guay, graveur du Roi","Madame la Marquise de Pompadour (French, Paris 1721-1764 Versailles)",Madame la Marquise de Pompadour,,unknown,"Madame la Marquise de Pompadour (French, Paris 1721-1764 Versailles) Date: ca. 1755<br/>Accession Number: 24.33(48)",/art/collection/search/424145?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=525,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1755,18th century,Etching and engraving,Etching and engraving,24.33(48),Not on view
"Portrait de Mimi, chien de Madame de Pompadour (Portrait of Mimi, Dog Belonging to Madame de Pompadour), from Suite d""estampes gravées par madame la marquise de Pompadour d""aprÃ¨s les pierres gravées de Guay, graveur du Roi","Madame la Marquise de Pompadour (French, Paris 1721-1764 Versailles)",Madame la Marquise de Pompadour,,unknown,"Madame la Marquise de Pompadour (French, Paris 1721-1764 Versailles) Date: ca. 1755<br/>Accession Number: 24.33(46)",/art/collection/search/424140?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=526,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1755,18th century,Etching and engraving,Etching and engraving,24.33(46),Not on view
Portrait of a boy with a dog,"Marco Alvise Pitteri (Italian, Venice 1702-1786 Venice)",Marco Alvise Pitteri,,unknown,"Marco Alvise Pitteri (Italian, Venice 1702-1786 Venice) Date: ca. 1740-80<br/>Accession Number: 1981.1035",/art/collection/search/335577?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=527,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1740-80,18th century,Etching,Etching,19.811.035,Not on view
"Portrait of a Cross of the Dog and Fox, in the Possession of Lord Cranley","Thomas Landseer (British, London 1795-1880 London)",Thomas Landseer,,unknown,"Thomas Landseer (British, London 1795-1880 London) Date: 1853<br/>Accession Number: 47.81(23)",/art/collection/search/655994?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=528,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1853,19th century,Etching,Etching,47.81(23),Not on view
Portrait of a Girl and Her Dog,"Jean Jacques Lequeu (French, Rouen 1757-1825 Paris)",Jean Jacques Lequeu,,unknown,"Jean Jacques Lequeu (French, Rouen 1757-1825 Paris) Date: ca. 1796-97<br/>Accession Number: 68.750",/art/collection/search/349097?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=529,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP811591.jpg,dp/web-additional/DP811591.jpg,dp/web-large/DP811591.jpg,ca. 1796-97,18th century,"Pen and black and gray ink, brush and gray wash",Pen and black and gray ink,68.75,Not on view
"Portrait of a seated woman, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.1",/art/collection/search/780265?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=530,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.1,Not on view
"Portrait of a smiling woman, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.8",/art/collection/search/780274?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=531,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.8,Not on view
"Portrait of a woman facing right, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.10",/art/collection/search/780276?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=532,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.10,Not on view
"Portrait of a woman holding a fan, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.12",/art/collection/search/780278?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=533,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.12,Not on view
"Portrait of a woman looking to the left, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.2",/art/collection/search/780268?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=534,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.2,Not on view
"Portrait of a woman looking upwards with her cheek resting on her hands, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.3",/art/collection/search/780269?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=535,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.3,Not on view
"Portrait of a woman wearing a hat and looking towards the left, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.4",/art/collection/search/780270?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=536,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.4,Not on view
"Portrait of a woman wearing a hat, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.6",/art/collection/search/780272?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=537,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.6,Not on view
